Transaction_Date,Transaction_Time,Core_Reference_Number,Partner_Reference_Number,Channel_Reference_Number,Transaction_Type,Transaction_Type_Description,Transaction_result,Account_Name,Account_Number,Currency,Debit_Credit,Commission,Transaction_Amount,Counterparty_Account_Name,Counterparty_Account_Number,Debit_Account_Number,Credit_Account_Number,Counterparty_Currency,Transaction_purpose,Essential_Service_Sub_Category,Bill_Reference_Number,Transaction_ID,Partner_response,REMARKS,Fail_Reason
31/01/2022,10:56:04,ENS2022010800002754,2022031105600004055,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,92.00,,40043204,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,40043204,PT220131105603977018116,,,
31/01/2022,10:56:08,ENS2022010800002774,2022031105600004056,200002968296,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,719.00",,30101265,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30101265,PT220131105607996017972,S-Success,,
31/01/2022,10:56:10,ENS2022010800002784,2022031105600004057,200002968297,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,633.00",,30007162,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007162,PT220131105609824015583,S-Success,,
31/01/2022,10:56:59,ENS2022010800002819,2022031105600004058,200002968298,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,682.00",,30137046,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30137046,PT220131105659133015902,S-Success,,
31/01/2022,10:57:55,ENS2022010800002841,2022031105700004059,200002968299,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,674.00",,100000508,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,100000508,PT220131105755078018267,S-Success,,
31/01/2022,10:58:40,ENS2022010800002863,2022031105800004060,200002968300,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,669.00",,70014947,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70014947,PT220131105839639017696,S-Success,,
31/01/2022,10:59:59,ENS2022010800002885,2022031105900004061,200002968301,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,94.00,,30007285,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007285,PT220131105959273015538,S-Success,,
31/01/2022,11:01:06,ENS2022010800002901,2022031110100004062,200002968302,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,651.00",,130000501,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,130000501,PT220131110106628019675,S-Success,,
31/01/2022,11:01:54,ENS2022010800002919,2022031110100004063,200002968303,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,330.00",,30007365,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007365,PT220131110154030011355,S-Success,,
31/01/2022,11:03:26,ENS2022010800002941,2022031110300004064,200002968304,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,93.00,,100000501,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,100000501,PT220131110326278016649,S-Success,,
31/01/2022,11:04:14,ENS2022010800002961,2022031110400004065,200002968305,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,315.00",,70014107,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70014107,PT220131110413849011071,S-Success,,
31/01/2022,11:04:33,ENS2022010800002975,20220311104001030,20220311104001030,ITPP,TC Postpaid,S-Success,1000002771,100100029610,BTN,Debit,,"23,342.00",,77999028,100100029610,200100000002,BTN,TashiCell,Mobile Postpaid,77999028,PT220131110433412012117,S-Success,,
31/01/2022,11:04:54,ENS2022010800002995,2022031110400004066,200002968306,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,94.00,,30007413,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007413,PT220131110453915011819,S-Success,,
31/01/2022,11:05:08,ENS2022010800003013,2022031110500004067,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,94.00,,30007413,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007413,PT220131110508027015712,F-Fail,,
31/01/2022,11:05:09,ENS2022010800003017,2022031110500004068,200002968307,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,278.00",,30007423,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007423,PT220131110509008011244,S-Success,,
31/01/2022,11:05:09,ENS2022010800003013,2022031110500004067,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,94.00,,30007413,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,30007413,PT220131110509131017169,,,
31/01/2022,11:06:00,ENS2022010800003048,2022031110500004069,200002968308,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,295.00",,130000502,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,130000502,PT220131110559967011414,S-Success,,
31/01/2022,11:06:08,ENS2022010800003062,20220311106001031,20220311106001031,ITPP,TC Postpaid,S-Success,1000002771,100100029610,BTN,Debit,,"24,433.00",,77999143,100100029610,200100000002,BTN,TashiCell,Mobile Postpaid,77999143,PT220131110607928019120,S-Success,,
31/01/2022,11:06:17,ENS2022010800003078,2022031110600004070,200002968309,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,674.00,,30094016,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30094016,PT220131110617412018759,S-Success,,
31/01/2022,11:06:33,ENS2022010800003096,2022031110600004071,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,674.00,,30094016,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30094016,PT220131110632741011160,F-Fail,,
31/01/2022,11:06:33,ENS2022010800003096,2022031110600004071,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,674.00,,30094016,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,30094016,PT220131110633728015245,,,
31/01/2022,11:06:40,ENS2022010800003113,20220311106001032,20220311106001032,ITPP,TC Postpaid,S-Success,1000002771,100100029610,BTN,Debit,,"32,345.00",,77999144,100100029610,200100000002,BTN,TashiCell,Mobile Postpaid,77999144,PT220131110639885018562,S-Success,,
31/01/2022,11:07:01,ENS2022010800003133,2022031110700004072,200002968310,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,179.00",,30007294,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007294,PT220131110700616013169,S-Success,,
31/01/2022,11:07:59,ENS2022010800003151,2022031110700004073,200002968311,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,161.00",,30007429,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007429,PT220131110759402011491,S-Success,,
31/01/2022,11:08:54,ENS2022010800003176,2022031110800004074,200002968312,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,158.00",,30007334,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007334,PT220131110853750016587,S-Success,,
31/01/2022,11:09:24,ENS2022010800003194,2022031110900004075,200002968313,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,678.00,,30007244,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007244,PT220131110924549016318,S-Success,,
31/01/2022,11:09:46,ENS2022010800003208,2022031110900004076,200002968314,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,155.00",,30104027,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30104027,PT220131110945719012537,S-Success,,
31/01/2022,11:10:01,ENS2022010800003226,2022031111000004077,200002968315,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,688.00,,30007172,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007172,PT220131111001322015343,S-Success,,
31/01/2022,11:10:52,ENS2022010800003253,2022031111000004078,200002968316,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,709.00,,100000500,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,100000500,PT220131111052447019107,S-Success,,
31/01/2022,11:11:37,ENS2022010800003281,2022031111100004079,200002968317,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,710.00,,30007455,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007455,PT220131111137405012244,S-Success,,
31/01/2022,11:12:25,ENS2022010800003299,2022031111200004080,200002968318,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,713.00,,30087439,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30087439,PT220131111225291012810,S-Success,,
31/01/2022,11:13:10,ENS2022010800003321,2022031111300004081,200002968319,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,718.00,,40047764,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,40047764,PT220131111310474015179,S-Success,,
31/01/2022,11:13:58,ENS2022010800003358,2022031111300004082,200002968320,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,152.00",,30138469,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30138469,PT220131111357777015816,S-Success,,
31/01/2022,11:13:58,ENS2022010800003361,2022031111300004083,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,718.00,,30007130,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007130,PT220131111358542019687,F-Fail,,
31/01/2022,11:14:04,ENS2022010800003361,2022031111300004083,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,718.00,,30007130,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,30007130,PT220131111404507012611,,,
31/01/2022,11:14:38,ENS2022010800003404,2022031111400004084,200002968321,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,720.00,,30007335,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007335,PT220131111437875017336,S-Success,,
31/01/2022,11:15:12,ENS2022010800003438,2022031111500004085,200002968322,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,721.00,,30141521,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30141521,PT220131111511704016405,S-Success,,
31/01/2022,11:15:32,ENS2022010800003466,2022031111500004086,200002968323,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,143.00",,30007252,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007252,PT220131111532348015169,S-Success,,
31/01/2022,11:15:56,ENS2022010800003493,203111019028,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,SITHAR LHAMO,9400940000001911,100100029610,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131111555832014480,F-Fail,,
31/01/2022,11:15:56,ENS2022010800003495,2022031111500004087,,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,143.00",,30007252,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007252,PT220131111556273014994,F-Fail,,
31/01/2022,11:15:57,ENS2022010800003495,2022031111500004087,,BPC,BPC Bill Payment,Auto Reversal Success,Dhondu Pem1,100100032075,BTN,Credit,,"1,143.00",,30007252,200100000004,100100032075,BTN,Bhutan Power Corporation,Electricity,30007252,PT220131111557282016326,,,
31/01/2022,11:16:10,ENS2022010800003525,203111019030,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,500.00,TASHI CHEZOM,9400940300005802,100100029610,900600018321,BTN,TASHI CHEZOM,Others,,PT220131111610281011635,F-Fail,,
31/01/2022,11:16:44,ENS2022010800003542,203111019032,,IQRC,QR Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,50.00,SITHAR LHAMO,9400940000001911,100100030518,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131111643901016591,F-Fail,,
31/01/2022,11:18:02,ENS2022010800003568,2022031111800004088,200002968324,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,143.00",,30074786,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30074786,PT220131111801929019321,S-Success,,
31/01/2022,11:21:52,ENS2022010800003590,2022031112100004089,200002968325,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,137.00",,30125798,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30125798,PT220131112152427016582,S-Success,,
31/01/2022,11:22:50,ENS2022010800003613,2022031112200004090,200002968326,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,131.00",,30007378,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007378,PT220131112249761014698,S-Success,,
31/01/2022,11:24:29,ENS2022010800003631,2022031112400004091,200002968327,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,065.00",,70014934,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70014934,PT220131112428704019946,S-Success,,
31/01/2022,11:25:36,ENS2022010800003649,2022031112500004092,200002968328,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,053.00",,30007248,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007248,PT220131112536329019064,S-Success,,
31/01/2022,11:26:32,ENS2022010800003667,2022031112600004093,200002968329,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,048.00",,30107618,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30107618,PT220131112631725019979,S-Success,,
31/01/2022,11:27:39,ENS2022010800003685,2022031112700004094,200002968330,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,038.00",,30007412,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007412,PT220131112738722013753,S-Success,,
31/01/2022,11:29:28,ENS2022010800003703,2022031112900004095,200002968331,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,034.00",,30007193,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007193,PT220131112928046018479,S-Success,,
31/01/2022,11:30:25,ENS2022010800003725,2022031113000004096,200002968332,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,027.00",,70019473,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70019473,PT220131113024840017177,S-Success,,
31/01/2022,11:31:18,ENS2022010800003750,2022031113100004097,200002968333,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,000.00",,30007465,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007465,PT220131113118210014940,S-Success,,
31/01/2022,11:32:05,ENS2022010800003768,2022031113200004098,200002968334,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,993.00,,30007354,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007354,PT220131113205527013685,S-Success,,
31/01/2022,11:33:08,ENS2022010800003786,2022031113300004099,200002968335,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,988.00,,30007325,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007325,PT220131113307803013494,S-Success,,
31/01/2022,11:33:57,ENS2022010800003804,2022031113300004100,200002968336,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,987.00,,30084115,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30084115,PT220131113357395015222,S-Success,,
31/01/2022,11:34:42,ENS2022010800003822,2022031113400004101,200002968337,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,978.00,,30007393,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007393,PT220131113441802014236,S-Success,,
31/01/2022,11:39:16,ENS2022010800003850,2022031113900004102,200002968338,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,847.00,,30007345,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007345,PT220131113915662019327,S-Success,,
31/01/2022,11:40:00,ENS2022010800003873,2022031113900004103,200002968339,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,843.00,,70014084,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,70014084,PT220131113959978015983,S-Success,,
31/01/2022,11:42:17,ENS2022010800003891,2022031114200004104,200002968340,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,823.00,,30007357,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007357,PT220131114216650011294,S-Success,,
31/01/2022,11:43:14,ENS2022010800003919,2022031114300004105,200002968341,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,822.00,,30007394,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007394,PT220131114314500016666,S-Success,,
31/01/2022,11:44:05,ENS2022010800003947,2022031114400004106,200002968342,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,729.00,,30086322,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30086322,PT220131114405005017403,S-Success,,
31/01/2022,11:44:46,ENS2022010800003970,2022031114400004107,200002968343,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,820.00,,30115898,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30115898,PT220131114445948019524,S-Success,,
31/01/2022,11:45:06,ENS2022010800003992,2022031114500004108,200002968344,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,738.00,,30092589,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30092589,PT220131114505720014964,S-Success,,
31/01/2022,11:45:59,ENS2022010800004039,203111019035,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Others,,PT220131114559255018138,,,
31/01/2022,11:46:07,ENS2022010800004055,2022031114600004109,200002968345,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,757.00,,70014940,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70014940,PT220131114607252019370,S-Success,,
31/01/2022,11:46:26,ENS2022010800004072,2022031114600004110,200002968346,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,970.00,,70014099,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70014099,PT220131114626168014446,S-Success,,
31/01/2022,11:46:39,ENS2022010800004092,2022031114600004111,200002968347,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,762.00,,30089113,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30089113,PT220131114639309011878,S-Success,,
31/01/2022,11:47:14,ENS2022010800004118,2022031114700004112,200002968348,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,804.00,,100000506,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,100000506,PT220131114714259017731,S-Success,,
31/01/2022,11:47:15,ENS2022010800004124,2022031114700004113,200002968349,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,770.00,,30007316,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007316,PT220131114715479019929,S-Success,,
31/01/2022,11:47:22,ENS2022010800004142,2022031114700004114,200002968350,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,964.00,,30007203,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007203,PT220131114722389018756,S-Success,,
31/01/2022,11:47:48,ENS2022010800004164,2022031114700004115,200002968351,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,773.00,,30084118,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30084118,PT220131114747539018206,S-Success,,
31/01/2022,11:48:16,ENS2022010800004182,2022031114800004116,200002968352,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,950.00,,30140601,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30140601,PT220131114816004014896,S-Success,,
31/01/2022,11:48:40,ENS2022010800004200,2022031114800004117,200002968353,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,782.00,,30086741,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30086741,PT220131114839805015866,S-Success,,
31/01/2022,11:49:16,ENS2022010800004233,2022031114900004118,200002968354,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,944.00,,30106766,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30106766,PT220131114915933015337,S-Success,,
31/01/2022,11:49:31,ENS2022010800004247,2022031114900004119,200002968355,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,928.00,,30007418,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007418,PT220131114931181019711,S-Success,,
31/01/2022,11:49:46,ENS2022010800004263,2022031114900004120,200002968356,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,876.00,,30007313,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,30007313,PT220131114946134012763,S-Success,,
31/01/2022,11:50:04,ENS2022010800004282,20220131114956105CACDN,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Family & Friends,,PT220131115003729018120,,,
31/01/2022,11:50:14,ENS2022010800004301,2022031115000004121,200002968357,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,927.00,,30007180,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007180,PT220131115014125018663,S-Success,,
31/01/2022,11:50:23,ENS2022010800004319,2022031115000004122,200002968358,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,943.00,,130000511,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,130000511,PT220131115023084016698,S-Success,,
31/01/2022,11:50:49,ENS2022010800004339,2022031115000004123,200002968359,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,927.00,,30007145,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007145,PT220131115049050019721,S-Success,,
31/01/2022,11:51:15,ENS2022010800004361,2022031115100004124,200002968360,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,942.00,,30007388,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007388,PT220131115114830015100,S-Success,,
31/01/2022,11:51:34,ENS2022010800004382,2022031115100004125,200002968361,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,936.00,,30007303,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007303,PT220131115133736015199,S-Success,,
31/01/2022,11:52:10,ENS2022010800004405,20220131115203672UKRIK,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Peeka Tashi11,100100030443,100100030004,100100030443,BTN,Peeka Tashi11,Family & Friends,,PT220131115210254017299,,,
31/01/2022,11:52:14,ENS2022010800004418,2022031115200004126,200002968362,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,603.00",,30087532,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30087532,PT220131115213752015661,S-Success,,
31/01/2022,11:52:29,ENS2022010800004436,2022031115200004127,200002968363,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,429.00",,30007147,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007147,PT220131115228949013294,S-Success,,
31/01/2022,11:53:13,ENS2022010800004470,2022031115300004128,200002968364,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,603.00",,30116830,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30116830,PT220131115313485015724,S-Success,,
31/01/2022,11:53:41,ENS2022010800004491,203111019037,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Others,,PT220131115340491011284,,,
31/01/2022,11:53:42,ENS2022010800004501,2022031115300004129,200002968365,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,414.00",,30128809,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30128809,PT220131115341850015305,S-Success,,
31/01/2022,11:53:58,ENS2022010800004525,2022031115300004130,200002968366,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,550.00",,70013575,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,70013575,PT220131115358033013034,S-Success,,
31/01/2022,11:54:26,ENS2022010800004545,2022031115400004131,200002968367,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,399.00",,30007368,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30007368,PT220131115426087017742,S-Success,,
31/01/2022,11:54:46,ENS2022010800004583,203111019038,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,SITHAR LHAMO,9400940000001911,100100030004,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131115445710019139,F-Fail,,
31/01/2022,11:54:47,ENS2022010800004589,2022031115400004132,200002968368,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,489.00",,30007238,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30007238,PT220131115446939012609,S-Success,,
31/01/2022,11:55:01,ENS2022010800004619,203111019040,,IQRC,QR Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,20.00,SITHAR LHAMO,9400940000001911,100100030518,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131115501157015327,F-Fail,,
31/01/2022,11:55:02,ENS2022010800004623,2022031115500004133,200002968369,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,378.00",,30106764,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30106764,PT220131115501750014278,S-Success,,
31/01/2022,11:55:11,ENS2022010800004642,203111019041,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,TASHI CHEZOM,9400940300005802,100100030004,900600018321,BTN,TASHI CHEZOM,Others,,PT220131115510950016964,F-Fail,,
31/01/2022,11:55:23,ENS2022010800004667,203111019043,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,TASHI CHEZOM,9400940300005802,100100029610,900600018321,BTN,TASHI CHEZOM,Others,,PT220131115522707014553,F-Fail,,
